,pred,truth,fold,leaf_size,STUDENTID,label,sec_spent_BlockRev,sec_spent_EOSTimeLft,sec_spent_VH098519,sec_spent_VH098522,sec_spent_VH098556,sec_spent_VH098597,sec_spent_VH098740,sec_spent_VH098753,sec_spent_VH098759,sec_spent_VH098779,sec_spent_VH098783,sec_spent_VH098808,sec_spent_VH098810,sec_spent_VH098812,sec_spent_VH098834,sec_spent_VH098839,sec_spent_VH134366,sec_spent_VH134373,sec_spent_VH134387,sec_spent_VH139047,sec_spent_VH139196,sec_spent_VH356862,times_entered_BlockRev,times_entered_EOSTimeLft,times_entered_VH098519,times_entered_VH098522,times_entered_VH098556,times_entered_VH098597,times_entered_VH098740,times_entered_VH098753,times_entered_VH098759,times_entered_VH098779,times_entered_VH098783,times_entered_VH098808,times_entered_VH098810,times_entered_VH098812,times_entered_VH098834,times_entered_VH098839,times_entered_VH134366,times_entered_VH134373,times_entered_VH134387,times_entered_VH139047,times_entered_VH139196,times_entered_VH356862,num_actions_BlockRev,num_actions_EOSTimeLft,num_actions_VH098519,num_actions_VH098522,num_actions_VH098556,num_actions_VH098597,num_actions_VH098740,num_actions_VH098753,num_actions_VH098759,num_actions_VH098779,num_actions_VH098783,num_actions_VH098808,num_actions_VH098810,num_actions_VH098812,num_actions_VH098834,num_actions_VH098839,num_actions_VH134366,num_actions_VH134373,num_actions_VH134387,num_actions_VH139047,num_actions_VH139196,num_actions_VH356862,count_Calculator Buffer,count_Click Choice,count_Click Progress Navigator,count_DropChoice,count_Eliminate Choice,count_Enter Item,count_Lose Focus,count_Math Keypress,count_Move Calculator,count_Next,count_Open Calculator,count_Receive Focus,count_Vertical Item Scroll,percentile5_BlockRev,percentile5_EOSTimeLft,percentile5_VH098519,percentile5_VH098522,percentile5_VH098556,percentile5_VH098597,percentile5_VH098740,percentile5_VH098753,percentile5_VH098759,percentile5_VH098779,percentile5_VH098783,percentile5_VH098808,percentile5_VH098810,percentile5_VH098812,percentile5_VH098834,percentile5_VH098839,percentile5_VH134366,percentile5_VH134373,percentile5_VH134387,percentile5_VH139047,percentile5_VH139196,percentile5_VH356862,percentile5_vh_count,sec_spent_std,poly_delta_sec_deg0_coeff0,poly_delta_sec_deg1_coeff0,poly_delta_sec_deg1_coeff1,poly_delta_sec_deg2_coeff0,poly_delta_sec_deg2_coeff1,poly_delta_sec_deg2_coeff2,poly_delta_sec_deg3_coeff0,poly_delta_sec_deg3_coeff1,poly_delta_sec_deg3_coeff2,poly_delta_sec_deg3_coeff3,poly_per_item_sec_deg0_coeff0,poly_per_item_sec_deg1_coeff0,poly_per_item_sec_deg1_coeff1,poly_per_item_sec_deg2_coeff0,poly_per_item_sec_deg2_coeff1,poly_per_item_sec_deg2_coeff2,poly_per_item_sec_deg3_coeff0,poly_per_item_sec_deg3_coeff1,poly_per_item_sec_deg3_coeff2,poly_per_item_sec_deg3_coeff3,answer_rank_VH098808,"answer_rank_VH139196_C,1",answer_rank_VH098810,answer_rank_VH134366_5,answer_rank_VH134366_2,answer_rank_VH134366_3,answer_rank_VH098779,"answer_rank_VH139196_B,1",answer_rank_VH139047_3,answer_rank_VH098839,answer_rank_VH134366_4,answer_rank_VH098812,answer_rank_VH098759,answer_rank_VH139047_4,answer_rank_VH134373_1,answer_rank_VH134387_1,answer_rank_VH098834,answer_rank_VH098783,answer_rank_VH098556,answer_rank_VH098519,answer_rank_VH134366_1,answer_rank_VH098597,answer_rank_VH139047_1,answer_rank_VH098522,"answer_rank_VH139196_A,1",answer_rank_VH098740,answer_rank_VH139047_2,answer_rank_VH098753,answer_count_top1,answer_count_top2,answer_count_top3,answer_count_top4,answer_count_top5,answer_count_unanswered,count_Draw,count_Erase,count_Scratchwork Draw Mode On,count_Scratchwork Erase Mode On,count_Scratchwork Mode Off,count_Scratchwork Mode On,count_Equation Editor Button,count_Clear Scratchwork,count_Highlight,count_TextToSpeech,sec_spent_SecTimeOut,times_entered_SecTimeOut,num_actions_SecTimeOut,percentile5_SecTimeOut,sec_spent_HELPMAT8,times_entered_HELPMAT8,num_actions_HELPMAT8,percentile5_HELPMAT8
1724,0.09090909090909091,True,1,10,2333275024,1.0,2.28,0.0,146.626,77.797,29.653,14.657,29.99,74.784,258.314,30.48,83.387,147.987,22.364,45.036,16.777,46.766,156.896,189.26,30.393,346.333,62.604,0.353,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,0.0,56.0,57.0,3.0,3.0,4.0,17.0,72.0,3.0,25.0,52.0,3.0,5.0,3.0,3.0,76.0,100.0,6.0,137.0,14.0,2,8.0,18.0,0.0,36.0,0.0,23,41.0,73.0,6.0,20.0,8.0,42.0,4.0,False,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,20,88.27426115310189,2.8210031007752057,-0.00031496747280680096,2.922422627018983,-8.797458228787528e-06,0.005350595626532372,2.3152631148731335,-6.218239530412065e-08,5.127073563499302e-05,-0.010110969910483802,3.1418134760775276,82.79354545454545,3.3430039525691724,47.69200395256913,-0.18692214850367012,7.268369071146243,34.60745355731229,-0.012148079190069879,0.1957423459835303,4.128090600513194,39.4545371541501,3,1000,2,14,10,14,2,1,3,1,11,1,3,3,1000,13,4,3,3,2,7,3,3,1,1000,5,3,2,4,8,17,18,19,3,270.0,24.0,5.0,10.0,14.0,14.0,18.0,7.0,0.0,0.0,6.81,1.0,2.0,True,0.0,0.0,0.0,0
1726,1.0,False,2,21,2333275385,0.0,28.659,2.837,87.97,79.216,19.397,44.237,28.407,89.797,130.977,27.303,86.484,102.88,19.11,64.296,99.827,53.08,178.067,132.556,75.1,34.756,86.024,6.604,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1,5.0,2.0,36.0,5.0,5.0,8.0,4.0,10.0,34.0,5.0,8.0,12.0,3.0,9.0,5.0,9.0,122.0,13.0,22.0,11.0,42.0,2,10.0,20.0,15.0,4.0,0.0,38,49.0,35.0,16.0,20.0,10.0,51.0,5.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,21,44.53039144419858,3.9720000000000026,0.012227849868749025,1.7037338493470553,0.00018448963059177842,-0.056217803080800745,5.924549114569288,6.800517578839049e-07,-0.0001939591726706143,-0.00013155442696259972,4.202228610922145,294.51250000000005,-14.303735177865617,444.701719367589,0.9205997317899509,-33.63632954545461,509.14370059288586,-0.4338875563414467,14.588057756545513,-145.79626285971855,682.264835573122,1,2,1,1000,1000,1000,1,1,1,2,4,4,1,1,1000,1000,2,1,1,1,1000,1,1,1,2,2,1,4,14,19,19,22,22,6,34.0,0.0,6.0,0.0,8.0,8.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1727,0.0,True,0,7,2333275466,1.0,7.69,1.707,80.353,83.297,13.837,37.513,30.097,79.377,158.743,34.243,50.827,109.587,12.797,106.443,41.643,239.804,68.753,97.046,52.966,70.58,110.364,13.913,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,10.0,13.0,3.0,4.0,5.0,10.0,22.0,3.0,5.0,11.0,2.0,8.0,3.0,31.0,31.0,8.0,7.0,10.0,93.0,2,13.0,16.0,18.0,4.0,16.0,23,34.0,24.0,13.0,2.0,13.0,35.0,10.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,54.68013783362412,5.250279720279729,-0.003615784985232973,5.76552908067542,0.0003186134092197072,-0.09442060661284961,10.063623971049276,5.550355560067294e-07,8.133570902683065e-05,-0.06741829332378903,9.42794119371921,67.16531818181817,2.4725392433653326,41.20365612648219,-0.42951362224731776,11.492325310559,11.13770256916997,-0.037756684695929583,0.7598219456744638,1.7322223166612154,26.202619762845842,3,1000,2,1,1000,1,3,10,1,1,1,4,1,1,10,3,4,1,4,5,1,2,1,1,1000,4,1,2,12,15,18,22,23,3,24.0,0.0,0.0,0.0,4.0,4.0,21.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1728,0.0,True,1,5,2333275628,1.0,16.132,6.477,77.147,108.267,20.54,37.963,56.107,41.453,127.9,24.333,40.294,10.413,17.39,48.637,74.867,117.067,142.983,28.87,64.21,179.707,77.24,10.703,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1,5.0,2.0,15.0,88.0,4.0,9.0,20.0,12.0,65.0,7.0,9.0,3.0,5.0,3.0,33.0,37.0,49.0,9.0,22.0,13.0,22.0,2,14.0,24.0,19.0,8.0,2.0,33,15.0,41.0,20.0,11.0,14.0,15.0,8.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,21,47.14270497477677,3.0615207373271938,-0.007617323108009963,4.710671190211347,1.1607347556544197e-06,-0.008119921257208312,4.746858256953625,-3.764656238960022e-07,0.0002456751574761076,-0.050420991680971465,6.26441257012585,148.88904545454545,-14.79020383963861,304.1861857707506,1.519574887069454,-46.70127646809716,410.5564278656129,0.09703624921988835,-1.5370669633570302,-21.617406044756017,371.83896442687745,1,8,1,1,1000,1,2,6,1,2,1,5,4,1,16,22,4,1,2,1,1,2,1,1,6,1,1,3,14,18,19,21,22,1,156.0,1.0,1.0,1.0,13.0,13.0,0.0,5.0,7.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1731,0.0,True,2,10,2333275903,1.0,3.137,3.273,46.86,38.026,30.26,44.534,35.816,45.79,108.484,22.466,51.15,62.016,32.24,60.14,37.264,96.276,196.844,56.284,26.81,156.35,75.086,10.32,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,2.0,3.0,3.0,4.0,8.0,5.0,10.0,48.0,3.0,14.0,10.0,7.0,8.0,6.0,8.0,46.0,11.0,6.0,17.0,13.0,2,8.0,26.0,19.0,12.0,20.0,23,16.0,28.0,9.0,1.0,8.0,16.0,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,46.215060660831085,5.207672268907557,0.00196860478209609,4.974392602229175,0.00024082052476118607,-0.05510585958630499,7.219321534052951,-2.523504709555077e-06,0.0011379264490080148,-0.13997258472099683,8.877771352677248,54.839909090909096,3.128461885940147,21.99105928853754,-0.22554270186335393,7.864858625070582,6.203070158102774,-0.03667974134942083,0.9298691506434019,-1.6168545137546988,20.838286956521646,1,1000,2,11,13,9,1,1000,1,1,20,1,5,1,5,3,2,1,2,1,5,1,1,2,1000,5,1,2,11,16,17,17,21,3,27.0,7.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1734,0.5,True,1,3,2333276071,1.0,15.5,0.0,142.309,114.563,66.79,27.61,19.474,32.254,177.663,13.616,33.993,88.364,26.004,101.83,44.394,31.93,117.326,148.517,306.477,153.653,147.957,9.37,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1,3.0,0.0,46.0,87.0,3.0,3.0,7.0,8.0,11.0,3.0,6.0,9.0,4.0,7.0,3.0,4.0,42.0,95.0,168.0,9.0,65.0,2,13.0,17.0,8.0,4.0,0.0,30,53.0,118.0,21.0,19.0,13.0,53.0,6.0,True,0,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,20,73.79948709893664,3.100143100511071,-0.008530916959465965,5.599701769634603,2.1983095022862388e-05,-0.02141301064286334,6.855705903765848,9.55618746436357e-09,1.358320624168686e-05,-0.019445754779074533,6.760047970325817,167.96468181818182,1.440632975719942,152.83803557312234,1.9293862224731797,-39.07647769621685,287.8950711462452,-0.12963898481381173,6.013014244108247,-72.58815527058712,339.6210260869555,2,3,1,1,1000,1000,1,21,1,2,1,5,3,1,10,1000,2,1,2,1,1,2,1,1,24,2,1,3,12,18,21,21,22,3,136.0,24.0,3.0,5.0,8.0,8.0,26.0,9.0,5.0,0.0,0.19,1.0,2.0,False,0.0,0.0,0.0,0
1735,1.0,True,0,24,2333276128,1.0,12.696,9.6,41.536,263.874,20.426,60.454,30.553,137.84,183.703,22.664,108.97,120.95,25.581,57.61,37.136,78.41,87.594,121.55,90.18,125.007,111.306,17.453,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,2.0,5.0,28.0,3.0,3.0,9.0,6.0,9.0,3.0,5.0,10.0,4.0,3.0,3.0,5.0,46.0,8.0,20.0,11.0,32.0,2,11.0,14.0,21.0,4.0,1.0,25,19.0,47.0,17.0,1.0,11.0,20.0,11.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,62.21718739131787,7.986846153846146,-5.051530345645501e-05,7.992402837226368,0.00026067248215414597,-0.057398461377368565,10.08560286892416,-9.054972212715744e-06,0.0032488133123503406,-0.31975903726303684,14.84093018609837,79.75495454545452,0.7773060417843042,71.5932411067193,-0.25974992941840747,6.232054559570861,53.41074604743086,0.04582948824630753,-1.7033788091770956,18.078977271241378,35.124780237154155,1,3,1,1,1,1,1,1,1,1,1,1,1,1,12,6,1,1,1,1,2,1,1,1,2,1,1,3,22,24,26,26,26,0,4.0,3.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1737,0.09090909090909091,True,1,10,2333276748,1.0,9.98,8.393,35.936,48.277,79.233,42.21,62.304,149.567,255.446,82.397,93.97,26.944,20.23,51.76,47.923,106.084,154.946,121.293,55.773,191.83,39.377,6.01,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,2.0,3.0,2.0,8.0,3.0,10.0,6.0,17.0,58.0,7.0,3.0,5.0,4.0,3.0,8.0,88.0,9.0,5.0,14.0,11.0,2,7.0,16.0,3.0,4.0,0.0,23,16.0,63.0,16.0,17.0,7.0,16.0,14.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,62.79560168319221,6.212805147058833,-0.015114059291045409,8.26076018099548,7.686961535427204e-05,-0.03594572505205317,9.198185140240827,-4.011798112314805e-06,0.0017076655480102376,-0.21239864732505107,13.146342093200921,76.73059090909089,1.8930926030491269,56.853118577075044,-0.5862945369847543,14.205277879728971,15.812500988142322,0.020987230427848367,-1.247392295461978,19.63047694532778,7.4385960474307735,1,1000,1,6,1,5,1,1000,1,2,5,3,2,1,7,2,4,1,2,1,1,1,1,2,1000,2,1,4,12,18,19,21,23,3,54.0,0.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1738,1.0,True,3,12,2333276829,1.0,0.0,0.0,152.609,30.036,32.99,46.647,38.17,156.93,79.043,34.116,76.873,36.811,29.827,256.513,62.464,44.393,212.28,86.494,23.951,126.063,260.483,29.28,0.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1,0.0,0.0,60.0,4.0,5.0,7.0,10.0,49.0,4.0,3.0,12.0,5.0,6.0,44.0,3.0,5.0,106.0,27.0,8.0,16.0,165.0,9,10.0,19.0,16.0,4.0,10.0,30,90.0,3.0,29.0,11.0,10.0,92.0,42.0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,21,75.64667651502415,3.3159218181818093,-0.0006347789459258942,3.490168638838476,2.299727479295131e-05,-0.013260282807256154,4.643297991506642,2.6682929471109024e-07,-0.00019673664940163146,0.03494939352689424,2.447745918810922,173.7334285714285,-14.025180519480521,313.98523376623376,2.168715102974835,-57.3994825789772,451.33719028797293,-0.00396842952792329,2.2877679888125226,-58.32888877441665,452.69439318652235,1,1000,1,1000,1000,1000,1,4,1,2,1,4,2,1,1000,9,2,3,4,1,2,2,1,1000,22,1,1,2,10,16,17,20,20,6,38.0,22.0,3.0,2.0,8.0,8.0,57.0,5.0,4.0,21.0,7.784,1.0,2.0,True,0.0,0.0,0.0,0
1739,1.0,True,3,19,2333277078,1.0,0.0,0.0,168.154,0.0,0.0,0.0,15.723,27.327,139.063,0.0,112.684,478.023,40.596,66.45,0.0,0.0,119.557,5.47,24.066,521.207,76.376,13.997,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1,0.0,0.0,3.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,6.0,11.0,2.0,4.0,0.0,0.0,37.0,3.0,6.0,27.0,24.0,2,6.0,8.0,12.0,22.0,0.0,16,12.0,34.0,9.0,1.0,6.0,12.0,2.0,0,0,True,0,0,0,False,True,True,0,True,True,True,True,0,0,True,False,True,True,True,True,13,156.9261953640911,12.857070921985809,-0.242461188407038,29.829354110478477,0.004030764578888619,-0.8067682294514447,42.90246722800723,-3.0008245958259132e-05,0.010332496230123027,-1.1584108572395158,46.931794445806474,118.43113333333336,4.665914285714287,85.76973333333329,-1.6522226890756275,27.797031932773084,35.6523117647058,0.009397687280039398,-1.8495741219564523,28.86460920778553,34.626084313725606,2,1000,2,1,1,1,1000,1,1,1000,1,3,1,1,1000,2,1000,2,1000,1,8,1000,1,1000,1000,2,1,2,11,17,18,18,18,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.154,1.0,2.0,True,0.0,0.0,0.0,0
1740,0.0,False,0,3,2333277256,0.0,1.757,0.0,63.726,2.557,30.767,36.25,116.587,137.003,125.644,6.276,156.977,264.96,18.876,95.383,0.0,181.243,122.906,162.904,140.9,97.8,40.63,15.147,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,1,4.0,0.0,8.0,1.0,7.0,4.0,24.0,13.0,11.0,2.0,6.0,43.0,11.0,12.0,0.0,19.0,50.0,22.0,44.0,19.0,22.0,7,10.0,18.0,11.0,8.0,23.0,32,21.0,59.0,32.0,17.0,10.0,21.0,16.0,False,0,True,False,True,True,True,True,True,False,True,True,True,True,0,True,True,True,True,True,True,True,18,71.07600066627285,5.512951661631416,0.006053748970063162,4.514083081570997,4.305396665284251e-05,-0.008154060025374856,5.29314460815418,1.5743343615876298e-07,-3.487558424574522e-05,0.002117086269746246,5.012826818268571,124.44209523809518,4.440612987012984,80.03596536796536,-2.1252918363101454,46.946449713215905,-54.56585093167707,-0.11095290818174132,1.2032954091420973,20.96127861705201,-16.61995633352147,1,3,1,1,1,1,1000,1,1,1,1,1,1,1,1000,29,1000,1,1,1,1,1,1,1000,1000,1,1,4,20,20,21,22,22,5,6.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,15.0,6.494,1.0,2.0,True,0.0,0.0,0.0,0
1741,0.6666666666666666,True,3,5,2333277507,1.0,5.523,0.0,81.056,24.487,0.0,0.0,86.34,127.327,218.71,12.456,186.653,26.71,34.59,124.491,1.847,0.0,292.297,221.87,83.496,168.757,94.813,25.113,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1,2.0,0.0,5.0,3.0,0.0,0.0,9.0,21.0,15.0,3.0,18.0,5.0,10.0,27.0,2.0,0.0,66.0,86.0,11.0,12.0,49.0,7,7.0,16.0,17.0,6.0,0.0,31,30.0,72.0,15.0,11.0,7.0,30.0,5.0,True,0,True,True,0,0,True,True,True,True,True,False,True,True,False,0,True,True,True,True,True,True,17,84.57367051455618,5.1654107648725285,-0.019966125429403254,8.67944884044749,0.00010937276673794382,-0.0584653393211595,10.93165285311524,6.349200035777585e-07,-0.00022586499515111274,-0.01133078301555741,9.558854218179553,453.4364736842106,3.8712035087719427,418.5956421052631,-5.2117291758808815,97.68232867462784,152.79745413533783,0.054170950996030906,-6.674344852773716,107.93147260307687,139.5364053315101,3,1000,2,1,1,1,1000,1,1,1000,1,4,2,1,26,1000,1000,3,1000,3,1,1000,1,1000,6,2,1,1,11,14,17,18,18,8,0.0,0.0,0.0,0.0,1.0,1.0,13.0,2.0,7.0,77.0,6.854,1.0,2.0,True,0.0,0.0,0.0,0
1745,1.0,True,3,5,2333278104,1.0,19.26,3.013,40.473,30.063,28.477,42.3,40.946,97.127,67.547,15.373,126.337,112.01,32.787,77.766,48.217,121.503,58.83,91.73,55.5,192.447,105.124,10.213,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1,3.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,7.0,3.0,3.0,7.0,34.0,9.0,22.0,23.0,36.0,2,4.0,16.0,2.0,18.0,2.0,25,17.0,46.0,2.0,20.0,4.0,18.0,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,45.737656825219744,7.577770053475941,-0.006775397399241684,8.207882011605411,0.0006278822135336333,-0.1235614891164975,11.8087865062208,-7.750795658546126e-06,0.002790354202268005,-0.28401846083971954,14.262471389438067,66.21831818181816,3.782940146809713,26.497446640316188,-0.26458279220779246,9.339178783173358,7.976651185770739,-0.028302444351986672,0.6269442048797879,2.022996918184799,19.269326482213387,1,3,2,1,1000,1,2,1,1,1,1,1,2,1,1000,1000,1,1,2,1,1,1,1,1,2,2,1,4,17,23,24,25,25,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1747,0.07142857142857142,False,3,4,2333278449,0.0,3.226,5.1,33.793,78.044,22.254,29.276,25.293,28.263,131.824,88.986,36.127,47.823,20.03,115.69,54.82,100.607,64.454,87.363,22.413,54.57,63.68,6.907,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,4.0,2.0,5.0,58.0,3.0,5.0,5.0,7.0,24.0,49.0,6.0,9.0,4.0,46.0,42.0,65.0,62.0,50.0,6.0,9.0,48.0,2,9.0,18.0,21.0,4.0,3.0,25,22.0,48.0,8.0,1.0,9.0,23.0,13.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,35.77516022444499,2.1928434442270053,-0.005303868208242196,3.545329837328766,2.6883760129506397e-05,-0.019014585874290463,4.708455719331863,-2.1740770195003333e-07,0.0001932006521212821,-0.05291001194375479,6.141952099201773,49.61168181818182,1.3502094861660092,35.4344822134387,-0.4420626058723886,10.633524209486174,4.49009980237156,-0.023602111504056597,0.30140390650539406,4.532378385687545,13.907342292490094,1,2,2,5,1,1,1,1000,1,2,1,2,2,1,7,2,1,1,3,1,1,4,1,1,1000,2,1,4,14,21,22,24,25,2,263.0,2.0,3.0,2.0,10.0,10.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1749,0.1111111111111111,True,0,4,2333279381,1.0,0.0,0.0,40.167,73.473,20.233,38.067,82.813,92.56,121.634,44.683,41.24,28.123,11.613,79.696,63.504,58.813,65.25,651.051,56.367,134.55,94.06,13.787,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1,0.0,0.0,3.0,2.0,3.0,5.0,6.0,5.0,5.0,3.0,6.0,3.0,3.0,4.0,3.0,6.0,42.0,167.0,12.0,27.0,37.0,2,10.0,16.0,1.0,22.0,0.0,25,22.0,72.0,17.0,20.0,10.0,22.0,7.0,0,0,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,20,130.77337190787043,5.245800578034684,-0.011901256090150534,7.2987672535856465,-3.6738529133470336e-05,0.0007735364608967346,6.572079147325601,-4.866376568260187e-07,0.0002150964582739941,-0.03392942213138321,7.562562941798323,100.85557142857141,8.41121298701299,16.743441558441514,-0.18283211982525632,12.067855383518113,5.164073969508708,-0.22459101117968208,6.554898215565202,-40.53135943476333,81.9741997929596,2,20,1,3,1,3,5,15,1,1,1,1,1,1,17,6,3,1,5,4,1,1,1,1,3,1,1,2,15,17,21,22,24,0,73.0,1.0,2.0,2.0,4.0,4.0,6.0,4.0,0.0,0.0,3.363,1.0,2.0,True,0.0,0.0,0.0,0
1750,0.21428571428571427,True,3,7,2333279453,1.0,0.0,0.0,126.68,0.0,0.0,0.0,120.89,543.52,345.49,0.0,5.463,45.357,31.36,0.0,0.0,0.0,153.656,0.0,261.541,168.967,0.0,6.436,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1,0.0,0.0,14.0,0.0,0.0,0.0,14.0,40.0,26.0,0.0,1.0,5.0,9.0,0.0,0.0,0.0,37.0,0.0,23.0,67.0,0.0,2,18.0,17.0,5.0,60.0,0.0,18,9.0,22.0,20.0,10.0,18.0,9.0,8.0,0,0,True,0,0,0,True,True,True,0,False,True,True,0,0,0,True,0,True,True,0,True,11,156.69036935590168,7.562583333333344,0.03321939617007239,3.592865491009682,8.22666464618041e-05,0.01355766766570119,4.372780721683074,-4.937882451515847e-06,0.001852497505330234,-0.15532334384683713,7.701168782527491,178.1445,-10.459496503496485,235.6717307692306,-5.425618381618375,49.222305694305646,136.20206043956037,2.5942105672105606,-48.230092740592625,229.51994011543965,7.7886373626370435,3,1000,1,1,1,1,1000,1000,1,1000,1,1000,5,1,1000,6,1000,1000,1000,3,1,1000,1,1000,1000,2,1,1000,10,11,13,13,14,13,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,6.0,0.0,5.66,1.0,2.0,True,0.0,0.0,0.0,0
