STUDENTID,sec_spent_VH098519,sec_spent_VH098740,sec_spent_VH098753,sec_spent_VH098759,sec_spent_VH098783,sec_spent_VH098808,sec_spent_VH098810,sec_spent_VH098812,sec_spent_VH134366,sec_spent_VH134373,sec_spent_VH134387,sec_spent_VH139047,sec_spent_VH139196,sec_spent_VH356862,times_entered_VH098519,times_entered_VH098740,times_entered_VH098753,times_entered_VH098759,times_entered_VH098783,times_entered_VH098808,times_entered_VH098810,times_entered_VH098812,times_entered_VH134366,times_entered_VH134387,times_entered_VH139047,num_actions_VH098519,num_actions_VH098740,num_actions_VH098753,num_actions_VH098759,num_actions_VH098783,num_actions_VH098808,num_actions_VH098810,num_actions_VH098812,num_actions_VH134366,num_actions_VH134387,num_actions_VH356862,count_Click Choice,count_Click Progress Navigator,count_DropChoice,count_Eliminate Choice,count_Enter Item,count_Math Keypress,count_Move Calculator,count_Next,count_Open Calculator,count_Receive Focus,count_Vertical Item Scroll,percentile5_BlockRev,percentile5_VH098519,percentile5_VH098740,percentile5_VH098753,percentile5_VH098759,percentile5_VH098783,percentile5_VH098808,percentile5_VH098810,percentile5_VH134366,percentile5_VH134387,percentile5_VH139047,percentile5_VH356862,sec_spent_std,poly_delta_sec_deg0_coeff0,poly_delta_sec_deg1_coeff0,poly_delta_sec_deg1_coeff1,poly_delta_sec_deg2_coeff1,poly_delta_sec_deg3_coeff0,poly_delta_sec_deg3_coeff1,poly_delta_sec_deg3_coeff3,poly_per_item_sec_deg0_coeff0,poly_per_item_sec_deg1_coeff0,poly_per_item_sec_deg2_coeff0,poly_per_item_sec_deg2_coeff1,poly_per_item_sec_deg3_coeff1,poly_per_item_sec_deg3_coeff2,poly_per_item_sec_deg3_coeff3,answer_count_top1,answer_count_unanswered,percentile5_EOSTimeLft,count_Erase,count_Highlight,count_Scratchwork Draw Mode On,count_TextToSpeech,count_Equation Editor Button,count_Clear Scratchwork
2333146917,109.02,32.19,23.024,108.863,175.076,55.84,15.284,39.59,114.83,112.304,106.06,97.823,108.07,8.2,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,25,5.0,8.0,40.0,79.0,6.0,2,3.0,49.0,80.0,2,9.0,14.0,4.0,0.0,16,39.0,12.0,1,16.0,19.0,6.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,46.80282766831508,2.6569183222958004,-0.005320271520338857,3.859299685892386,-0.02884534030493101,-1.598868729932933e-07,0.00016044991224474514,6.360949013286372,73.30443750000005,1.4683544117647054,-0.36091614145658296,6.882096533613446,4.079981468093304,-18.91458424719408,76.60115995872015,16,5,0.0,11.0,0.0,9.0,0.0,0.0,0.0
2333146984,89.02,58.24,138.026,140.01,123.83,62.607,46.16,80.187,154.65,0.0,134.377,151.87,15.106,6.373,2,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,11,6.0,18.0,11.0,11.0,7.0,10,9.0,49.0,7.0,2,8.0,13.0,4.0,37.0,15,24.0,7.0,1,11.0,10.0,3.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,49.79829562136539,7.79516883116883,0.0020047577975471726,7.641804859656474,-0.10260775744612269,1.47867805691645e-05,-0.0027098242109260626,7.695684243843285,89.3779230769231,-3.574043956043951,-1.6158191808191824,15.815786213786229,4.934602147852099,-14.388934357309115,99.29237637362596,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333147018,23.967,38.463,35.154,74.817,31.04,94.453,8.42,30.5,58.523,61.936,47.816,60.007,82.264,10.78,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3,3.0,8.0,7.0,5.0,9.0,3,4.0,30.0,6.0,2,14.0,0.0,4.0,2.0,25,39.0,6.0,21,10.0,15.0,4.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,25.023770435526245,5.291443786982247,-0.009410673263388165,6.081940341106854,-0.12536216244798837,-6.762726302448392e-06,0.0023943944638396145,10.884057697952612,40.97154545454545,1.535245623941277,-0.1760246329757198,5.231762916431394,-0.40624341288002797,7.121018618185796,9.613637549407105,20,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2333147328,525.711,0.0,0.0,0.0,0.0,288.694,179.143,1.956,0.0,0.0,0.0,246.07,0.0,3.503,2,0.0,0.0,0.0,0.0,3.0,1,1.0,0.0,0.0,1.0,128,0.0,0.0,0.0,0.0,65.0,71,2.0,0.0,0.0,2,3.0,6.0,0.0,4.0,12,0.0,7.0,3,5.0,0.0,7.0,0.0,1,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0,175.77125113606462,4.460104166666677,0.02068811814539304,1.491359212802767,-0.04885458688254644,5.115609980178787e-06,-0.001959961019714565,-1.1773396996328722,152.29787499999998,-42.789892857142846,-11.999494047619052,41.20656547619057,-123.10341450216448,332.1930238095233,106.962121212122,0,25,0.0,72.0,2.0,12.0,16.0,0.0,0.0
2333147573,165.466,36.1,69.37,63.337,59.197,74.814,53.0,61.58,130.11,191.2,37.693,107.503,62.59,8.767,2,1.0,1.0,2.0,2.0,1.0,3,1.0,1.0,2.0,3.0,9,6.0,5.0,8.0,8.0,6.0,12,4.0,64.0,19.0,2,15.0,22.0,6.0,0.0,24,46.0,11.0,1,8.0,21.0,14.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,47.81715215337059,6.006389162561583,-0.0014783819297606296,6.155705737467398,-0.17651493844508964,2.773027142482234e-06,2.629038233941327e-05,10.893525900340292,87.87487500000006,0.27483529411764585,-1.1850577731092442,18.050701890756308,7.12435101469738,-30.21773048996924,94.7470015479874,9,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2333147671,132.693,84.354,108.613,289.702,3.917,90.22,39.874,0.0,226.71,0.0,75.383,84.231,0.0,28.513,1,1.0,1.0,2.0,1.0,1.0,1,0.0,1.0,1.0,2.0,13,7.0,13.0,13.0,2.0,8.0,3,0.0,63.0,13.0,2,9.0,4.0,4.0,0.0,15,40.0,19.0,10,10.0,11.0,5.0,1.0,1,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1,80.79849888032334,7.800538961038958,-0.0728578246547886,13.374162547130288,-0.17337451170288473,2.8564548504861654e-05,-0.005898592071093877,10.90514187846266,97.975,3.9476428571428595,-1.868546953046955,26.37020629370631,-2.4635801698302022,29.113970571095727,30.99932142857128,10,13,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2333147832,70.843,27.16,38.253,225.34,0.0,297.964,23.08,0.0,272.917,0.0,30.34,204.063,0.0,10.07,1,1.0,1.0,1.0,0.0,1.0,1,0.0,1.0,1.0,1.0,3,4.0,4.0,16.0,0.0,175.0,5,0.0,173.0,7.0,2,7.0,0.0,4.0,0.0,10,28.0,14.0,9,2.0,8.0,3.0,0.0,1,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1,109.75115162129279,2.3530000000000064,-0.00047743838714806177,2.4745080695291812,-0.007830168108988414,-2.392389052657956e-07,0.00019710434566717444,4.66520241006235,119.56500000000001,3.108193939393947,-7.182643939393959,67.75198939393954,0.3551550116549545,42.01180186480209,33.45695804195785,10,13,0.0,17.0,0.0,10.0,0.0,0.0,8.0
2333148260,54.23,41.96,92.533,107.91,0.0,183.26,52.153,0.0,172.21,0.0,17.714,482.45,0.0,11.827,1,1.0,1.0,1.0,0.0,1.0,1,0.0,1.0,1.0,1.0,4,3.0,11.0,13.0,0.0,65.0,6,0.0,50.0,2.0,2,9.0,1.0,86.0,1.0,10,21.0,17.0,8,16.0,8.0,4.0,0.0,1,1.0,1.0,1.0,0.0,1.0,1,1.0,0.0,1.0,1,132.7233572217415,3.861101587301592,0.002404415214445045,3.4836083986337174,-0.03708733602803524,-7.764469899842349e-07,0.0004914764406981159,6.7342093256693385,119.05710000000002,13.83633333333334,-1.5569280303030402,27.848685606060698,11.40048892773889,-16.3984937839936,62.297641958041986,8,13,0.0,6.0,0.0,11.0,0.0,0.0,2.0
2333148511,104.6,45.783,36.023,90.9,45.206,18.613,12.72,103.16,154.96,160.284,40.934,309.474,83.09,5.12,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3,6.0,9.0,6.0,8.0,3.0,3,4.0,68.0,16.0,2,9.0,0.0,22.0,0.0,14,37.0,11.0,13,7.0,33.0,25.0,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1,77.9864921213466,4.51816044776119,-0.032436206981466265,8.848394079786939,-0.12717016475360848,-3.82825360886678e-06,0.0018880244009584206,16.650811726153663,84.64621428571428,4.809351648351646,-0.2054017857142875,7.479574862637381,15.503125954927352,-71.22417694560293,117.16250420167975,5,9,0.0,14.0,0.0,1.0,0.0,13.0,4.0
2333149461,29.707,63.793,25.556,15.844,70.079,33.783,74.71,29.123,95.29,80.2,28.651,138.01,138.864,120.526,3,1.0,1.0,1.0,2.0,2.0,3,2.0,3.0,2.0,1.0,9,3.0,4.0,4.0,8.0,7.0,25,5.0,29.0,10.0,2,23.0,33.0,14.0,0.0,35,31.0,3.0,1,3.0,10.0,5.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1,37.63091819979948,6.5588852459016325,-0.021274809474203578,8.49489290805417,0.04193410562496056,-1.6147896889740183e-05,0.00406107411958498,11.375586809972416,176.05950000000007,17.551157894736846,0.24433059922533523,12.908876509455476,9.296292739812701,-54.139165872228446,115.58035798983445,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333149541,262.883,47.17,123.247,43.843,91.58,119.034,32.623,0.0,81.247,0.0,128.626,270.373,0.0,13.93,1,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1.0,50,7.0,30.0,4.0,40.0,7.0,3,0.0,37.0,38.0,2,6.0,0.0,4.0,0.0,11,23.0,6.0,10,7.0,6.0,10.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,82.24237009851726,5.326999999999993,-0.038221573449619635,9.665148586531826,-0.04926040143262579,2.4300240564612285e-06,-0.000778793993062025,8.678462131431939,108.63145454545453,-2.7474181818181904,3.3851794871794882,-36.59921305361307,30.2111293706293,-138.89550194250177,237.5285174825177,10,12,0.0,36.0,0.0,3.0,0.0,0.0,0.0
2333150817,57.426,66.03,68.244,81.486,33.207,49.437,21.044,27.44,155.38,70.33,65.273,49.287,90.046,8.18,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,5,4.0,10.0,6.0,5.0,6.0,2,3.0,52.0,16.0,2,15.0,19.0,4.0,0.0,23,30.0,6.0,1,8.0,45.0,8.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,34.473540625713625,4.330723404255315,-0.01972881355932202,6.638994590695993,-0.1123170788030417,6.446059122241285e-07,0.0001694196720047137,9.826821196523548,44.70449999999999,1.9044590626764546,-0.13343202992659509,4.706531691134952,0.129184066391271,2.551412297542307,18.693908300395208,17,4,1.0,0.0,0.0,0.0,0.0,19.0,0.0
2333150990,103.244,32.856,21.47,85.344,29.707,46.74,38.496,98.53,81.89,50.407,62.377,373.746,83.046,23.374,1,1.0,1.0,1.0,3.0,1.0,1,1.0,1.0,3.0,1.0,29,6.0,4.0,5.0,8.0,7.0,9,15.0,51.0,26.0,7,14.0,7.0,30.0,18.0,21,40.0,5.0,13,3.0,34.0,21.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,80.04219771783961,4.132471380471373,-0.014999295970772476,6.352367184145704,-0.052622556122893675,3.6522549492830328e-06,-0.001494495588859633,3.5141284130388555,67.90352941176472,5.437463235294119,0.417249097007223,-1.2385223168214492,5.184448271413818,-30.83488385792905,74.46418163054662,13,9,0.0,9.0,0.0,1.0,9.0,20.0,0.0
2333151155,53.447,49.717,53.223,105.307,72.09,39.35,12.393,58.563,103.283,49.257,157.244,40.516,40.323,10.577,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3,14.0,11.0,37.0,42.0,7.0,3,18.0,36.0,71.0,2,15.0,0.0,4.0,12.0,23,36.0,17.0,20,11.0,10.0,10.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0.0,1,34.457766231928254,2.322803347280331,-0.007129154221246462,4.023106629047613,-0.014053808618321192,-2.1806151088947261e-07,0.00017054010621348224,5.748355971097695,50.55963636363636,1.472437041219651,-0.28537380011293095,7.465286843591203,0.05754261345061647,4.6511950052998685,19.466489328063123,21,2,1.0,14.0,0.0,8.0,0.0,0.0,2.0
2333151341,45.973,32.08,10.317,116.644,29.923,29.024,11.773,43.433,186.796,129.98,57.897,138.506,94.374,8.937,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3,4.0,5.0,7.0,3.0,3.0,5,5.0,64.0,7.0,2,16.0,0.0,4.0,2.0,19,60.0,14.0,18,6.0,17.0,5.0,0.0,1,1.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1,51.23580348986515,6.780635869565219,0.008445451831018485,6.007877027027026,-0.20054023503527849,-2.33454917866908e-07,0.0012060816638413349,12.417477346563041,62.803473684210545,3.7352631578947366,-0.07830974495061176,5.144838567005753,4.210015262085688,-24.90520185267083,64.07312166780564,11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333151503,32.136,55.433,118.85,72.6,42.217,90.98,40.34,83.143,114.24,183.473,85.6,61.507,66.347,5.284,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,5,5.0,12.0,9.0,6.0,12.0,11,9.0,41.0,20.0,2,27.0,0.0,8.0,6.0,19,39.0,9.0,18,12.0,20.0,4.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,41.362067093123706,6.117969999999997,0.018136507912697806,4.313387462686567,-0.0715728236921045,5.80894456753424e-06,-0.0012831692920783032,5.01928767222271,61.890210526315805,1.6972017543859654,-0.37280237358101187,8.407644478844178,1.8390057814991918,-7.091396370828955,47.656200956937674,15,3,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2333151759,93.45,43.437,278.566,48.276,0.0,133.87,28.523,0.0,96.797,0.0,55.534,48.694,0.0,7.35,2,1.0,1.0,1.0,0.0,1.0,2,0.0,1.0,1.0,1.0,5,3.0,9.0,4.0,0.0,6.0,4,0.0,34.0,5.0,2,11.0,16.0,10.0,2.0,18,17.0,2.0,1,4.0,8.0,2.0,0.0,1,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1,59.48097653753992,11.98009708737864,0.13794716206123978,4.944791822255415,-0.5102130035925815,2.7256805306603938e-05,0.0021842202160682334,14.451489902751574,57.85006250000004,-2.963242647058823,-0.49369450280112115,4.442174894957991,-0.9002827529797285,6.804000863773282,60.32843937048503,14,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333152194,39.147,71.55,54.65,142.73,151.287,109.036,14.507,68.97,131.716,65.963,5.937,155.214,21.593,6.426,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,2,9.0,4.0,14.0,7.0,8.0,3,4.0,53.0,2.0,2,8.0,0.0,26.0,0.0,19,20.0,20.0,18,9.0,10.0,15.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1,50.57975890180871,7.373803680981598,0.015744633980082145,6.09848832859494,-0.16664371048225282,-6.726924227556428e-06,0.0027604965654587734,12.396188673292613,62.95752631578949,0.5047105263157902,-0.7159711779448629,13.392191729323322,-0.6303998297883764,12.79255843038971,22.676448393711546,8,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333152445,57.477,91.767,24.707,67.226,109.406,39.303,18.993,56.03,166.593,25.857,84.207,232.344,122.767,12.3,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3,9.0,4.0,7.0,6.0,3.0,3,3.0,45.0,28.0,2,9.0,0.0,6.0,0.0,16,40.0,6.0,15,4.0,14.0,7.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,57.37031412451995,7.6640573248407655,-0.035354557520202966,10.421712811416599,-0.3136703735600371,-7.14323015851223e-06,0.003455591600936948,18.941507509405056,72.46737500000003,4.52389705882353,-0.0877878151260506,5.840714285714285,3.883849777157813,-17.230087194796848,59.56017492260038,13,5,0.0,0.0,0.0,1.0,4.0,1.0,1.0
2333152763,97.934,91.187,96.067,233.886,95.211,105.58,15.526,55.156,88.56,74.487,55.579,61.7,76.537,9.274,1,1.0,1.0,1.0,2.0,1.0,1,1.0,1.0,2.0,1.0,7,4.0,7.0,8.0,7.0,7.0,3,4.0,39.0,9.0,2,10.0,2.0,12.0,2.0,17,42.0,11.0,14,7.0,10.0,5.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,49.601933669117734,8.054246666666673,-0.033581060491577414,10.55603567328918,-0.10747273006285689,3.6955249696867966e-06,-0.0003300325852801719,11.779718038805642,82.67500000000003,-6.471550000000001,-0.12782773109243567,-4.6819617647058935,-3.585843128276959,14.024254860063673,106.11672875817001,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333152895,57.28,52.823,55.317,138.1,68.64,96.193,21.4,69.034,210.99,77.227,73.986,178.687,46.743,10.29,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,13,6.0,5.0,7.0,6.0,6.0,3,4.0,115.0,15.0,2,8.0,0.0,22.0,0.0,15,91.0,7.0,14,8.0,16.0,14.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,53.21390373101126,5.199371794871787,-0.0048747343059643445,5.767278341516642,-0.15377750242521968,5.293570215356155e-06,-0.0012110351159354074,8.219828417594929,76.93140000000002,0.8196999999999993,-0.7024678409825457,10.654249773755646,3.9265205954176485,-14.386373386961539,73.95604869281041,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333152950,56.107,65.75,163.797,196.004,92.583,23.726,27.456,89.658,90.27,0.0,201.916,77.48,112.786,8.13,1,1.0,2.0,3.0,2.0,2.0,1,2.0,1.0,3.0,5.0,8,9.0,48.0,11.0,9.0,7.0,3,5.0,42.0,63.0,2,9.0,22.0,4.0,0.0,28,29.0,21.0,4,11.0,17.0,15.0,1.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1,60.904203357671896,4.849960317460327,0.0033448483498717276,4.4301818495514125,-0.07743782262060488,3.847381594061238e-06,-0.0011266958595247058,4.790407695230866,89.78157142857143,-1.433006593406592,-2.090851648351651,25.74806483516486,-5.310534803431868,41.879503001900076,30.56736554621862,13,10,0.0,0.0,0.0,1.0,0.0,0.0,11.0
2333153042,86.71,45.71,223.896,136.913,96.667,86.226,23.194,47.947,141.657,174.59,70.47,54.514,89.08,10.383,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,12,4.0,15.0,8.0,6.0,6.0,6,4.0,65.0,22.0,2,11.0,0.0,10.0,0.0,14,43.0,17.0,13,8.0,31.0,21.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,57.40834981387325,5.322136363636355,-0.008547082374946087,6.352059789817368,-0.07282685173187013,4.4782997247328235e-06,-0.0013521843158148807,5.827903533955705,81.82335714285712,-5.7621340659340685,-0.32557348901098765,-1.5296787087912265,-3.275736924839865,13.251396556874454,97.83159873949596,16,9,0.0,0.0,0.0,0.0,0.0,16.0,0.0
2333153387,54.743,55.793,17.583,29.9,131.403,49.79,35.517,106.87,61.484,61.763,100.89,178.597,183.957,11.456,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,17,8.0,5.0,4.0,10.0,7.0,4,4.0,38.0,25.0,2,12.0,0.0,62.0,7.0,15,34.0,0.0,14,8.0,26.0,27.0,0.0,1,1.0,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,1,53.39470786369084,3.9292954545454557,0.00045060655482526314,3.860127348379777,0.014808564135830577,-1.7256620707686738e-06,0.0007478987921199022,5.600081742093812,79.66420000000002,5.185160714285714,-0.2795475921137693,9.098827003878492,4.373529959419662,-16.07210679870232,59.08446797385619,13,9,0.0,0.0,20.0,4.0,0.0,12.0,2.0
2333154081,41.17,39.73,47.54,111.26,73.036,73.3,13.226,79.84,72.933,45.057,53.287,129.214,88.65,4.777,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3,5.0,8.0,7.0,7.0,6.0,3,3.0,35.0,6.0,2,14.0,0.0,4.0,0.0,20,33.0,7.0,19,9.0,10.0,6.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,34.355907047078524,8.822692857142851,0.02643313507248912,6.985589969604859,-0.32171796440131933,1.1715455592852856e-05,6.201167776650029e-05,13.453693053605052,57.43780000000002,1.1992932330827053,-0.18287218045112805,4.673864661654142,0.10547122805851357,2.5380999761669294,38.56190276679833,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333154405,46.587,55.884,70.48,109.866,42.85,82.653,16.023,62.097,92.92,158.273,224.683,160.034,115.39,8.703,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,19,11.0,7.0,26.0,7.0,29.0,3,8.0,83.0,66.0,2,16.0,0.0,34.0,4.0,14,68.0,19.0,13,11.0,24.0,4.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,58.129952995246704,3.018021791767558,0.0014658437900634017,2.7160579710144934,-0.0036276610127956572,-2.8950362334274436e-08,3.0254199657676387e-05,3.1654586164834777,82.74778571428573,4.394151648351649,-0.49698282967033036,10.854928434065943,8.390086354821586,-33.67156691592679,80.36735084033548,13,7,0.0,1.0,0.0,1.0,0.0,0.0,4.0
2333154642,59.46,49.03,68.353,109.076,59.743,39.13,18.554,68.96,69.824,149.317,43.847,52.64,114.293,19.263,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,4,5.0,5.0,5.0,6.0,8.0,5,3.0,41.0,14.0,7,17.0,0.0,4.0,0.0,19,42.0,8.0,18,7.0,26.0,17.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,36.67363244157625,6.229255924170624,0.02412039192141132,3.696614772422427,-0.19892628282389843,1.7490396544178912e-05,-0.004447347888819641,3.4824774977476634,61.53121052631581,0.3798754385964906,0.049038994545186516,-0.5028264632168626,0.45909415919477137,-3.3762500614280286,64.33115379357476,14,4,0.0,0.0,0.0,0.0,5.0,11.0,0.0
2333156092,351.617,60.587,1.303,152.263,0.0,353.77,57.646,0.0,95.227,0.0,0.0,122.944,0.0,4.667,3,1.0,1.0,1.0,0.0,1.0,2,0.0,1.0,0.0,1.0,175,13.0,2.0,11.0,0.0,188.0,12,0.0,40.0,0.0,2,5.0,9.0,6.0,11.0,12,8.0,14.0,2,7.0,9.0,13.0,0.0,1,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,1.0,1,126.12431342925123,2.6316315789473625,0.002992437034346517,1.9508521536335361,-0.015942708097737627,-3.174268788072993e-08,6.328008806559621e-05,3.5321294899824864,171.79988888888894,-42.1604,10.633450216450205,-127.22800173160165,118.10409668109664,-451.4311185666187,590.145929292929,8,19,0.0,10.0,0.0,10.0,0.0,3.0,10.0
2333156246,38.276,62.334,141.617,179.513,0.0,156.364,64.414,0.0,231.653,0.0,34.95,296.173,0.0,12.53,1,1.0,1.0,1.0,0.0,1.0,1,0.0,1.0,1.0,1.0,7,15.0,18.0,9.0,0.0,11.0,6,0.0,74.0,2.0,2,11.0,0.0,4.0,14.0,10,37.0,17.0,9,10.0,15.0,5.0,0.0,1,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1,89.82219532075577,7.659270440251571,-0.0653307021733938,12.820395911949683,-0.2269176458189335,3.609044689096367e-05,-0.00753073373818661,10.065562524505461,118.5828,4.767345454545459,-4.701659090909104,47.082277272727346,-4.484410839160914,46.34041472416498,41.115366433566145,13,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333156785,46.56,66.427,66.14,192.546,88.893,68.136,22.054,26.763,86.693,90.854,45.324,68.354,155.41,3.91,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,4,9.0,12.0,90.0,30.0,6.0,5,4.0,42.0,18.0,2,13.0,0.0,6.0,0.0,19,76.0,26.0,18,10.0,12.0,11.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0,45.511043367809016,3.879685534591195,0.006646907306420585,2.826150726523531,-0.04870492967893416,2.2969588472393214e-08,0.00016368943382129758,5.705108147959695,62.84478947368422,0.7018368421052631,-0.0899891640866872,2.321641795665636,-1.5833727835631892,12.786389232886162,38.39879904306218,11,4,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2333157137,87.797,61.683,100.637,73.62,91.953,168.073,51.113,21.95,109.64,64.45,226.867,50.687,87.637,4.093,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,29,13.0,8.0,9.0,43.0,52.0,3,3.0,33.0,73.0,2,9.0,2.0,4.0,0.0,14,29.0,7.0,11,4.0,9.0,13.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,54.69209228648571,3.846794871794878,-0.0029205379233938063,4.300938518882608,-0.003115917939161497,2.5341739597157414e-07,-0.00011759098365878515,3.9335591988307903,83.8165,-0.7283978021978017,-0.9711984890109916,11.897182554945086,4.895616684785784,-17.497065777359744,89.11391176470559,10,10,0.0,0.0,0.0,2.0,0.0,0.0,4.0
2333157145,47.926,60.36,83.353,89.71,73.976,52.82,36.1,37.4,145.707,99.513,54.214,86.62,67.387,7.46,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,5,7.0,8.0,6.0,7.0,6.0,3,3.0,53.0,16.0,2,16.0,0.0,4.0,0.0,23,46.0,6.0,20,11.0,16.0,9.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,35.78925298048041,5.916243386243387,-0.018018071775182647,7.609942133110551,-0.11419755151483957,-9.586926359507008e-06,0.003215106210719574,13.741989161111759,50.88377272727272,2.373126482213439,-0.26827308018068885,8.006861166007907,0.7108320425569834,-0.028017380902831557,19.588827272727226,22,3,1.0,0.0,0.0,0.0,0.0,2.0,1.0
2333157226,58.303,79.953,33.993,178.947,141.274,89.237,37.2,0.0,242.64,0.0,125.29,237.573,0.0,45.32,1,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1.0,3,29.0,3.0,7.0,5.0,30.0,6,0.0,63.0,5.0,2,13.0,3.0,46.0,0.0,11,17.0,7.0,7,3.0,10.0,6.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,73.09791232561732,6.133961352657012,0.014495712515288273,4.640902963582312,-0.14046317857315804,8.951484143922379e-06,-0.0020137809738290657,6.0795157533795905,107.29781818181814,8.718027272727273,-1.1289825174825192,20.00785244755247,12.349097319347301,-31.388558663558637,79.12033566433576,10,14,0.0,0.0,0.0,1.0,10.0,0.0,4.0
